name,title,image_src,reports_to,chart_status
Britney Whitmire,"Southeast Sales Director, Education And Academic Medical Centers",https://cdn.theorg.com/3a4bd7f9-51a4-4a49-a4ca-7a93a8adf394_thumb.jpg,Tyler Bryson,6
Itir Aloba-Curi,"Senior Sales Director, Health & Wellness",no_match,Tyler Bryson,6
Thy Nguyen,"Director, US Healthcare",https://cdn.theorg.com/9640a54a-677a-414a-a158-6c2a5dc3e119_thumb.jpg,Tyler Bryson,6
Atossa Montaser,"Global Director, GTM Business Architecture For Security",https://cdn.theorg.com/cc42063c-3fa8-4e46-8733-dc1bccb47f87_thumb.jpg,Tyler Bryson,6
Hoifung Poon,"General Manager, Health Futures",https://cdn.theorg.com/1c393ef0-dd7c-4943-96ed-0662404aa55d_thumb.jpg,Tyler Bryson,6
Amy Edelman,"Senior Manager, Global Customer Engagement | Health And Life Sciences",https://cdn.theorg.com/78673f8b-7cd0-4035-bc6e-a54fcb1748f0_thumb.jpg,Tyler Bryson,6
Rod Nirens,Victorian Health Director,no_match,Tyler Bryson,6
Tavis Hudson,Dir. Tech Sales Manager - Modern Work - Healthcare & Life Sciences,https://cdn.theorg.com/2659ccbb-9006-4de6-a5bb-db76b71c0cc7_thumb.jpg,Jim McNamara,7
Eric Boyd,"CVP, AI Platform",https://cdn.theorg.com/70e5d896-a3f9-417b-af69-83223a89a209_thumb.jpg,Eduardo Kassner,5
Ulrich Homann,"CVP, Cloud & AI",https://cdn.theorg.com/266c75dc-ad4b-4d69-ba45-41de1ad4a37c_thumb.jpg,Eduardo Kassner,5
Billy Anders,"CVP, Azure Engineering, Microsoft Cloud & AI",no_match,Eduardo Kassner,5
Jessica Murphy,Partner Solution Sales - Security ANZ,https://cdn.theorg.com/ead28d39-0a78-44ac-acf6-71509a323a85_thumb.jpg,Toby Richards,5
Isabel Boniface,ANZ Customer Success Unit Manager,https://cdn.theorg.com/fbc77712-2e83-42b0-a58e-28a942278897_thumb.jpg,Toby Richards,5
Jaclyn Blumenfeld,"Senior Security Research Manager, Threat Intelligence",no_match,Edna Conway,4
Tracy Chen,"Director Of Compliance, WW Public Sector",no_match,Edna Conway,4
Lee Grigsby,Director Support Engineering - Security Global Lead,https://cdn.theorg.com/1af9a8c7-511b-4924-a077-921cabc68343_thumb.jpg,Edna Conway,4
Assaf Berenson,Principal Product Manager - Defender For Cloud Security,https://cdn.theorg.com/f2601a9d-44ec-473d-9bcf-7e0538b3e196_thumb.jpg,Edna Conway,4
Leticia Gammill,EMEA Security GTM Lead - Enterprise,no_match,Edna Conway,4
Giri Govindarajulu,Director Of Cyber Security,https://cdn.theorg.com/399d6222-9a62-4646-a939-31c975852a16_thumb.jpg,Edna Conway,4
Mathew Williams,IT Audit Director,no_match,Edna Conway,4
Anitta Miller,Principal Sec Detection Analyst Manager,no_match,Edna Conway,4
Jordan Rabet,Principal Security Software Engineer,no_match,Edna Conway,4
Denis Levin,Principal Security Assurance Engineer,https://cdn.theorg.com/a244bf4c-afb9-40ed-9f40-40a511aa5a46_thumb.jpg,Edna Conway,4
Vidya Sekhar,"Consultant Manager, Engineering And Architecture Group Security Services",https://cdn.theorg.com/514a47ab-ea2e-4c9b-a728-68a7e12f6c7a_thumb.jpg,Edna Conway,4
Lawren Ahuna,Principal Security Program Manager,no_match,Edna Conway,4
Nate Bruneau,Principal Security Software Manager - Pki/licensing/manufacturing/security At Microsoft,no_match,Edna Conway,4
Paulo Arruda,Technical Director - Cybersecurity And Compliance,https://cdn.theorg.com/a1563321-904f-47ab-8969-411f1ae8a8e4_thumb.jpg,Edna Conway,4
Lee Walker,Principal Security Architect,no_match,Edna Conway,4
Jamie Blair,Principal Security PM Manager Within Cloud And Enterprise Division,no_match,Edna Conway,4
Gerard Morisseau,Head Of Privacy Group Program For The Microsoft Security Division,https://cdn.theorg.com/8625949a-4a26-4a58-adb5-27601a813d71_thumb.jpg,Edna Conway,4
Arjun Dabir,General Manager - Security - Financial Services,https://cdn.theorg.com/81828e07-e518-43fb-a43e-bdeaedc514c2_thumb.jpg,Edna Conway,4
Ken Sexsmith,"Sr. Director Security Education, Awareness And Training | Chief Of Staff At Microsoft",https://cdn.theorg.com/8be9b8ae-9715-451e-a2ea-a64140cc994e_thumb.jpg,Edna Conway,4
Raul Rojas,Principal Security Compliance Manager,no_match,Edna Conway,4
Halaa Menasy,Senior Customer Engineer,https://cdn.theorg.com/f53f7023-0e7f-4b10-9c99-52ebba676cf3_thumb.jpg,Lee Grigsby,5
Pat Caldwell,Sr. IT Service Manager,https://cdn.theorg.com/1cdcff60-b634-4c0e-bf55-ba5caa8deb55_thumb.jpg,Lee Grigsby,5
Glenn Leifheit,"Senior Security Program Manager, Customer Security Policy And Assurance",https://cdn.theorg.com/4649c443-8163-4414-9f82-36f1c38d5258_thumb.jpg,Giri Govindarajulu,5
Omar Rodriguez,Sr. Network Security Engineer,no_match,Giri Govindarajulu,5
Madeline Carmichael,Principal Threat Intel Librarian Manager (mstic),https://cdn.theorg.com/27a94e58-e629-4fba-bf46-0c754b58d305_thumb.jpg,Giri Govindarajulu,5
Jovan Fitzgerald,Sr Security Incident Responder,https://cdn.theorg.com/e9e044fe-20cd-471b-aa9c-7a425cedcdd3_thumb.jpg,Giri Govindarajulu,5
